Started At,Duration,Preset,Activity
02/11/2019 08:47:01,0:21:0,,Meditation
02/09/2019 11:53:31,0:21:0,,Meditation
02/09/2019 11:46:47,0:6:37,,Meditation
02/09/2019 07:02:29,0:14:58,,Meditation
02/08/2019 08:21:17,0:22:14,,Meditation
02/06/2019 06:05:08,0:21:28,,Meditation
02/05/2019 08:34:13,0:20:0,,Meditation
02/04/2019 20:42:48,0:11:2,,Meditation
01/29/2019 06:35:50,0:11:32,,Meditation
01/28/2019 11:13:59,0:16:40,,Meditation
01/26/2019 08:57:42,0:25:45,,Meditation
01/24/2019 08:12:51,0:36:38,,Meditation
01/23/2019 11:34:50,0:10:0,,Meditation
01/22/2019 10:24:39,0:10:0,,Meditation
01/21/2019 15:36:18,0:7:29,,Meditation
01/18/2019 09:58:39,0:6:0,,Meditation
01/14/2019 10:43:55,0:11:37,,Meditation
01/10/2019 19:02:37,0:10:11,,Meditation
01/09/2019 23:18:56,0:16:0,,Meditation
01/09/2019 08:42:25,0:11:22,,Meditation
01/08/2019 08:46:08,0:8:0,,Meditation
01/07/2019 19:50:20,0:8:55,,Meditation
01/04/2019 23:09:37,0:16:0,,Meditation
01/03/2019 11:03:48,0:16:41,,Meditation
01/02/2019 02:00:54,0:15:0,,Meditation
01/01/2019 12:41:00,0:15:0,,Meditation
